intent,question_example,answer_summary,source
prevention,How do healthcare workers reduce Hep B exposure risk?,"Prevention focuses on vaccination plus reducing exposure to infected blood and body fluids (safer sex, not sharing needles or blood-contaminated personal items, and using sterile equipment for tattoos/piercings). For the situation you mentioned (How healthcare workers reduce exposure risk), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,Can handwashing prevent Hepatitis B?,"To prevent hepatitis B: get vaccinated, use condoms during sex, avoid sharing needles/syringes, and dont share personal items that may have blood (like toothbrushes or razors). If you might be exposed at work (healthcare), follow standard precautions and safety practices. For the situation you mentioned (handwashing prevent), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,Does avoiding needle sharing prevent Hep B?,"To prevent hepatitis B: get vaccinated, use condoms during sex, avoid sharing needles/syringes, and dont share personal items that may have blood (like toothbrushes or razors). If you might be exposed at work (healthcare), follow standard precautions and safety practices. For the situation you mentioned (avoiding needle sharing prevent), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,Is Hep B preventable in newborns?,"To prevent hepatitis B: get vaccinated, use condoms during sex, avoid sharing needles/syringes, and dont share personal items that may have blood (like toothbrushes or razors). If you might be exposed at work (healthcare), follow standard precautions and safety practices. For the situation you mentioned (preventable newborns), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,Can safe tattoo practices prevent Hep B infection?,"To prevent hepatitis B: get vaccinated, use condoms during sex, avoid sharing needles/syringes, and dont share personal items that may have blood (like toothbrushes or razors). If you might be exposed at work (healthcare), follow standard precautions and safety practices. For the situation you mentioned (safe tattoo practices prevent infection), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,Can disinfectants kill Hepatitis B virus on surfaces?,"Prevention focuses on vaccination plus reducing exposure to infected blood and body fluids (safer sex, not sharing needles or blood-contaminated personal items, and using sterile equipment for tattoos/piercings). For the situation you mentioned (disinfectants kill virus surfaces), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
chronic,What does chronic Hepatitis B mean?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (What chronic mean), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,Can chronic Hep B last a lifetime?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (chronic last lifetime), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,How do doctors monitor chronic Hepatitis B?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (How doctors monitor chronic), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,Does chronic Hep B increase liver cancer risk?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (chronic increase liver cancer risk), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,Can chronic Hepatitis B become inactive?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (chronic become inactive), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,What is the difference between acute and chronic Hep B?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (What difference between acute chronic), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,Can chronic Hep B be cured?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (chronic be cured), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,How often should chronic Hep B patients get checkups?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (How often should chronic patients checkups), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,Is chronic Hep B contagious?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (chronic contagious), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,Does chronic Hepatitis B always require medication?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (chronic always require medication), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
window,What is the window period for Hepatitis B testing?,"There can be a window period after exposure when hepatitis B blood tests havent turned positive yet, so an early negative test may need repeating. If exposure was recent, test now and follow your clinicians schedule for repeat testing (often over weeks to months) to confirm. Because you mentioned (What window period for testing), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,Can Hep B test be negative during the window period?,"After an exposure, blood tests may not turn positive immediately there can be a windowù before markers are detectable. If youre worried about a recent exposure, get tested now and repeat testing as advised by a clinician to confirm your status over time. Given your timing question (window period), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,How long after exposure should I retest for Hepatitis B?,"After an exposure, blood tests may not turn positive immediately there can be a windowù before markers are detectable. If youre worried about a recent exposure, get tested now and repeat testing as advised by a clinician to confirm your status over time. Given your timing question (window period), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,Can I rely on an early Hep B test result?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (rely early test result), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,What happens if I test too early for Hepatitis B?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (What happens if test too early for), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,How long does Hep B take to show up in blood?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (How long take show up blood), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,Do doctors recommend retesting for Hep B?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (doctors recommend retesting for), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,Is the window period the same for all Hep B tests?,"After an exposure, blood tests may not turn positive immediately there can be a windowù before markers are detectable. If youre worried about a recent exposure, get tested now and repeat testing as advised by a clinician to confirm your status over time. Given your timing question (window period), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,Can symptoms appear before a positive Hep B test?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (symptoms appear before positive test), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,When does IgM anti-HBc appear in Hep B infection?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (When IgM anti HBc appear infection), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
urgent,When should someone with Hepatitis B go to the ER?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (go ER) and its severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Is severe abdominal pain a Hep B emergency?,"Seek urgent medical care if you have jaundice, severe abdominal pain, persistent vomiting, confusion, or signs of bleeding these can signal significant liver problems. If youve had a possible hepatitis B exposure, prompt evaluation and hepatitis testing are important. If your concern is (severe abdominal pain emergency) and its severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Is yellowing of the skin a medical emergency in Hep B?,"Seek urgent medical care if you have jaundice, severe abdominal pain, persistent vomiting, confusion, or signs of bleeding these can signal significant liver problems. If youve had a possible hepatitis B exposure, prompt evaluation and hepatitis testing are important. If your concern is (severe abdominal pain emergency) and its severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Can vomiting blood occur in severe Hep B cases?,"Seek urgent medical care if you have jaundice, severe abdominal pain, persistent vomiting, confusion, or signs of bleeding these can signal significant liver problems. If youve had a possible hepatitis B exposure, prompt evaluation and hepatitis testing are important. If your concern is (severe abdominal pain emergency) and its severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Is confusion a serious sign of liver failure?,"Seek urgent medical care if you have jaundice, severe abdominal pain, persistent vomiting, confusion, or signs of bleeding these can signal significant liver problems. If youve had a possible hepatitis B exposure, prompt evaluation and hepatitis testing are important. If your concern is (severe abdominal pain emergency) and its severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Should pregnant people seek immediate care after Hep B exposure?,"Yes if you're pregnant and think youve been exposed to hepatitis B, contact a healthcare professional promptly. They can arrange hepatitis B testing and make sure newborn prevention steps are planned if needed. In pregnancy, if your concern is (exposure) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Is dark urine a sign I need urgent Hep B care?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (dark urine sign need urgent care) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Are high fevers dangerous with Hepatitis B?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (Are high fevers dangerous) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Do I need immediate care if I have Hep B symptoms after exposure?,"If you have hepatitis B type symptoms (like jaundice, severe abdominal pain, persistent vomiting, or worsening illness), get same day medical care. Even mild symptoms can overlap with other conditions, so evaluation and hepatitis testing help determine the cause. If what you're noticing is (exposure) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Is Hepatic encephalopathy related to Hep B an emergency?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (Hepatic encephalopathy related emergency) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
mother_to_child,Can Hepatitis B pass from mother to baby during birth?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,How can newborns be protected from Hepatitis B?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,Do babies need vaccination at birth to prevent Hep B?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,Can breastfeeding transmit Hepatitis B?,"Breastfeeding is generally considered safe when the baby receives recommended hepatitis B prevention at birth, because the main transmission risk is exposure to infected blood/body fluids during delivery, not breast milk. Follow your clinician's guidance and ensure the infant's vaccine series is on schedule. For the situation you mentioned (breastfeeding), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,Is antiviral treatment recommended during pregnancy?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,What is HBIG and why is it given to newborns?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,Do all pregnant people get screened for Hepatitis B?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,What should Hep B positive mothers do after delivery?,"Mother-to-child (perinatal) hepatitis B transmission can occur, especially around delivery. Prenatal screening and timely newborn prevention (vaccine at birth; HBIG when indicated) are key to protecting the infant. For the situation you mentioned (delivery), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,Can a baby get Hep B from breast milk?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,How effective is the birth-dose Hep B vaccine?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (mother baby birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
transmission,How does Hepatitis B spread?,"Hepatitis B spreads when infected blood or certain body fluids (including sexual fluids) enter another person's body. Common routes include unprotected sex, sharing needles/syringes, and passing it from a pregnant person to their baby at birth; it is not spread by casual contact like hugging or sharing food. For the situation you mentioned (How), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
symptoms,What are the symptoms of Hepatitis B?,"Hepatitis B symptoms vary many people have none. When symptoms occur (more often in acute infection in older children/adults), they can include fatigue, fever, nausea, abdominal pain, dark urine, pale stools, joint pain, and jaundice. With the symptom you mentioned (What are symptoms), it's worth getting evaluated many people have few or no symptoms, so testing matters.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/symptoms/
testing,What tests are used to detect Hepatitis B?,"Hepatitis B is diagnosed with blood tests. The key markers are HBsAg (current infection), Anti-HBs (immunity), and Anti-HBc (past or current exposure); interpreting them together is the clearest way to understand your status. Because you asked about (What tests are used detect), the best next step is to review the full hepatitis B panel results together with a healthcare professional",CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
vaccination,How effective is the Hepatitis B vaccine?,"Hepatitis B vaccination is one of the most effective ways to prevent HBV infection, especially when the full series is completed. If you're unsure whether you responded, a clinician can order a blood test for AntiHBs to confirm immunity in certain situations. Since you're asking about (How effective vaccine), focus on completing the recommended doses on schedule for durable protection.",CDC: https://www.cdc.gov/hepatitis-b/hcp/vaccine-administration/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/vaccination/guidelines-2/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
treatment,Is there a cure for Hepatitis B?,"There's no guaranteed cure for everyone with chronic hepatitis B, but treatment can control the virus and lower the risk of cirrhosis and liver cancer. Your care plan depends on HBV DNA levels, ALT (liver enzymes), and liver fibrosis so decisions are individualized. For what you asked (there cure for), treatment decisions usually depend on lab results and liver health, not symptoms alone.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
prevention,How can I prevent Hepatitis B infection?,"To prevent hepatitis B: get vaccinated, use condoms during sex, avoid sharing needles/syringes, and don't share personal items that may have blood (like toothbrushes or razors). If you might be exposed at work (healthcare), follow standard precautions and safety practices. For the situation you mentioned (How prevent infection), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
